Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temp_diff,stress_index,torque_wear,rolling_torque_std,torque_lag1,torque_lag2,speed_lag1,speed_lag2,torque_change,speed_change,Machine failure
1.3338894443215221,-0.9523894433829574,-0.9473598877173766,0.14017979366855637,0.28409057060193427,-1.6959837443286896,0.010103957570323662,0.09111645768246802,-0.47978206286436653,-2.749867696241798,0.01175292608488153,0.011838090420492435,-0.18242232196499528,-0.18249201561383885,0.19311934196800473,0.2293442848467517,0
-0.3322227769144536,-0.9023934097553362,-0.879959002111848,-0.8208994581403161,0.6371221583139506,-1.648851700781283,0.04506885260190795,-0.02482349088216363,-1.0498195617536936,-2.749867696241798,0.2840915840764684,0.011838090420492435,0.14017783182605703,-0.18249201561383885,0.25034009966503507,-0.6832491448970119,0
-0.3322227769144536,-0.9523894433829574,-1.0147607733229433,-0.21602440455431246,0.9498072788588794,-1.6174303384163455,-0.12529879639884897,-0.1746120070950459,-1.536683112368159,-2.749867696241798,0.6371231777692669,0.2841867964134129,-0.8209017930097864,0.1401184722440688,0.22172972081652018,0.4300192798689406,0
-0.3322227769144536,-0.9023934097553362,-0.9473598877173766,-0.6528786099219818,-0.048767783526537926,-1.5860089760514078,-0.09033390136718776,0.010374323107867657,0.08068526551717559,-2.749867696241798,0.9498083036114598,0.6372314152931252,-0.21602650465156326,-0.8209919394992811,-0.7081075917602174,-0.3105670112843755,0
-0.3322227769144536,-0.9023934097553362,-0.879959002111848,-0.8208994581403161,0.0016653004323215388,-1.5545876136864702,0.04506885260190795,0.00720026127641707,0.0005632535280782319,-1.4977975635340293,-0.04876677569102691,0.9499280777294419,-0.6528808795769466,-0.21609727476570426,0.03576225830117254,-0.11944796840610032,0
1.3338894443215221,-0.9523894433829574,-0.9473598877173766,-0.7066452813518488,0.19331101947598736,-1.5231662513215327,0.010103957570323662,-0.00403283704387744,-0.29197553166722867,-1.4796067297122153,0.0016663091222300045,-0.048683844244601246,-0.8209017930097864,-0.6529656437399542,0.13589858427097493,0.08122702661608845,0
-0.3322227769144536,-0.9523894433829574,-0.9473598877173766,0.18722563116969,0.24374410343484684,-1.4760342077741262,0.010103957570323662,0.06113799493869039,-0.3574581895897212,-1.5720261280919785,0.1933120314126061,0.0017511013096433688,-0.7066475718754555,-0.8209919394992811,0.03576225830117256,0.6354722509630863,0
-0.3322227769144536,-0.9523894433829574,-0.9473598877173766,-0.02112022062104462,0.021838534015865614,-1.4446128454091887,0.010103957570323662,-0.03551165396944018,-0.028463870514124707,-2.373095920194822,0.24374511622586306,0.19340389441577274,0.18722368758725216,-0.7067340583829389,-0.15735779892630344,-0.14811582483784164,0
1.3338894443215221,-0.8523973761276866,-0.879959002111848,0.9197965294016278,-1.1482090138296743,-1.4131914830442511,-0.05536900633566057,-0.044356892697781945,1.629593655575682,-1.0606728965928338,0.021839543047533057,0.24383883997001737,-0.02112224506946914,0.18716583505668033,-0.8297017018664063,0.6689180834667845,0
1.3338894443215221,-0.7524053088724159,-0.6777563452951854,1.4171382401278974,-1.2087287145803058,-1.3660594394968446,0.14996353769670093,-0.02800034974669847,1.6582165359714338,-0.5918436818403509,-1.1482080246200275,0.021925079531341502,0.9197948701544334,-0.02118677168488504,-0.042916283532243825,0.35357166271763046,0
-1.9983349981504293,-0.8024013425000655,-0.7451572309007523,1.6926924312059657,-1.6222800030429536,-1.3189273959494383,0.1149986426650968,-0.03236333557147509,2.1478336291136197,-0.32922177064366737,-1.208727726395936,-1.1481656573271335,1.417136773915639,0.9197604845673456,-0.29325709845675013,0.19589845234305356,0
-1.9983349981504293,-0.7024092752447663,-0.6103554596896184,-0.7200869492093155,0.43538982247851266,-1.2403739900370943,0.18492843272830528,-0.0177290698417448,-0.5381515256899826,-0.15378219712712085,-1.6222790218646428,-1.2086875919922273,1.6926910719454962,1.4171183200149533,1.459128606014794,-1.7152919764396972,0
1.3338894443215221,-0.7024092752447663,-0.6103554596896184,-1.284636999222919,1.1212797643190018,-1.1618205841247502,0.18492843272830528,-0.028824176067009863,-1.302615573624655,0.7540552595920269,0.43539083851623916,-1.6222541455370334,-0.7200892449500825,1.6926814450602494,0.48637572516528416,-0.4013485566515562,0
1.3338894443215221,-0.7024092752447663,-0.5429545740840896,1.4238590740566308,-1.006996378744868,-1.114688540577344,0.32033118669740124,-0.02197274092317888,1.1282716360280418,0.7007944821569868,1.1212807919765335,0.43549163307614674,-1.284639514084424,-0.720176162043685,-1.5091981995186374,1.9255257903914436,0
-0.3322227769144536,-0.7024092752447663,-0.5429545740840896,2.4555070821172036,-2.0560045250891448,-1.0675564970299374,0.32033118669740124,-0.027353746139005437,2.2031942961542073,1.2378075728476878,-1.0069953871429083,1.121406892613874,1.4238576104529528,-1.2847445157950232,-0.7438705653208613,0.7334207604382023,0
-0.3322227769144536,-0.7024092752447663,-0.5429545740840896,0.07969228830995599,0.8489411109411604,-1.0361351346649998,0.32033118669740124,0.4479177712587562,-0.8785174806235503,1.226991991927405,-2.056003551258652,-1.0069478097752487,2.4555060189305884,1.4238393718453264,2.0599465618336086,-1.6890131080439346,0
1.3338894443215221,-0.7024092752447663,-0.5429545740840896,-1.4728203492274534,0.6673820086892667,-1.0047137723000623,0.32033118669740124,-0.011461379270098509,-0.6689384819315891,1.3092580421327717,0.848942133984946,-2.055994677303537,0.0796903029902347,2.455520827807593,-0.1287474200777885,-1.1037110392292173,0
1.3338894443215221,-0.6524132416171451,-0.5429545740840896,-0.8074577902828494,0.5665158407715477,-0.9575817287526559,0.21989332775988976,-0.02174056237952426,-0.5405962387788849,1.0074306904896788,0.6673830286572214,0.8490581866209527,-1.4728229371292045,0.07962900577071111,-0.07152666238075875,0.4730210645165525,0
-1.9983349981504293,-0.6024172079894955,-0.5429545740840896,-1.5064245188711203,1.464224735239246,-0.9104496852052495,0.11945546882232126,-0.03292581585928528,-1.3330636815904384,1.251681348569882,0.5665168590307076,0.6674923826256723,-0.8074601199351592,-1.4729339670454695,0.6365802141199874,-0.49690807809069376,0
1.3338894443215221,-0.5524211743618743,-0.47555368847852264,0.6845673418959597,-0.7548309589505705,-0.8318962792929055,0.1544203638539826,-0.038329800265479726,0.6325683490246801,-0.3612982795376137,1.4642257687066804,0.5666224915171831,-1.5064271198157724,-0.807549835838535,-1.5735715519277964,1.5576216328507642,0
-1.9983349981504293,-0.5524211743618743,-0.47555368847852264,-1.0426869777885175,0.27400395381016296,-0.7847642357454991,0.1544203638539826,-0.0035870257478902417,-0.2123734135402925,-0.3929721794407495,-0.7548299630766238,1.464364522382737,0.6845655913484577,-1.506539226197335,0.7295639453776616,-1.2279384171000962,0
